Posta Kodu Tek,latitude,longitude
B40,52.45650728571429,-1.7218343571428572
B42,52.53443822877358,-1.9121748349056602
B43,52.54850925912408,-1.93078352919708
B44,52.54569341627543,-1.8851006979655711
B45,52.38853207223796,-2.0089799773371104
B46,52.50892048440749,-1.6948195696465695
B47,52.38538950826447,-1.8799532644628099
B48,52.35476234615385,-1.9470221394230771
B49,52.21810464935065,-1.8670083402597404
B5,52.46885954567901,-1.8977755901234568
B50,52.16796323222749,-1.8561954170616115
B6,52.50522648578199,-1.8859991658767774
B60,52.324556932862194,-2.050136276796231
B61,52.34652807407408,-2.0682241344307273
B62,52.45671155729167,-2.0337901597222223
B63,52.45142298722861,-2.0698325555555557
B64,52.472523517894736,-2.0694528715789473
B65,52.48365529708738,-2.043825116504854
B66,52.49268179292036,-1.9647060194690267
B67,52.485661433712124,-1.9787512784090908
B68,52.47861564565588,-2.001379746166951
B69,52.502776477366254,-2.0301805651577505
B7,52.49396593478261,-1.8725632282608695
B70,52.52095715264423,-2.004411381009615
B71,52.53603458575581,-1.990467917151163
B72,52.55001752941177,-1.8219498655462185
B73,52.55327739889706,-1.842282724264706
B74,52.58430261528326,-1.8622526429512516
B75,52.57867769230769,-1.808495816923077
B76,52.54344125800377,-1.7816311506591338
B77,52.618791725470764,-1.6683176997026758
B78,52.606306266666664,-1.674556703875969
B79,52.65060248497855,-1.6806969699570815
B8,52.49110729411765,-1.841363685121107
B80,52.273561725581395,-1.892346534883721
B9,52.4782022014742,-1.8509196142506144
B90,52.39827827598896,-1.8256254903403863
B91,52.414003484173506,-1.7835110234466587
B92,52.4372877231405,-1.7739705743801653
B93,52.380210930501924,-1.7441648436293438
B94,52.34951009439528,-1.7941423687315634
B95,52.28589660615385,-1.7806933846153847
B96,52.25171972169811,-1.9602473820754718
B97,52.29967465512979,-1.9547358331273177
B98,52.302248822738385,-1.9130320623471881
B99,52.4959376875,-1.8942382708333334
BA1,51.39292683344011,-2.3611781755285075
BA10,51.11313083798883,-2.447959005586592
BA11,51.23297941237114,-2.324808219072165
BA12,51.171018991204924,-2.1893874925241867
BA13,51.262055730407525,-2.1824270360501568
BA14,51.31908098095238,-2.202571262585034
BA15,51.34827265189873,-2.258124033755274
BA16,51.12418961333333,-2.745818976
BA2,51.35916642772727,-2.3792056222727274
BA20,50.93792674297189,-2.6453062650602406
BA21,50.952093389896376,-2.6338548458549225
BA22,50.969989301249996,-2.638791955
BA3,51.27166828278041,-2.478382247235387
BA4,51.172346725419665,-2.531907592326139
BA5,51.21262530318471,-2.6555475719745223
BA6,51.14218523508137,-2.7078157576853528
BA7,51.08979830693069,-2.5199336188118813
BA8,50.99651294811321,-2.4121030801886794
BA9,51.05770602673796,-2.410184780748663
BB1,53.756844064984705,-2.463087108562691
BB10,53.79953118120046,-2.219404530011325
BB11,53.78261736494598,-2.253951824729892
BB12,53.80334683401639,-2.292687855532787
BB18,53.91464226748251,-2.1721349562937062
BB2,53.741400159058486,-2.502044129814551
BB3,53.6978794726477,-2.4658696772428885
BB4,53.703776405970146,-2.291756221641791
BB5,53.75428632064516,-2.3735030941935484
BB6,53.79268352546917,-2.417368249329759
BB7,53.87048660049628,-2.389074022332506
BB8,53.858053051020406,-2.1636514183673468
BB9,53.837366631844375,-2.2156328890489916
BB94,53.915242,-2.138033
BD1,53.796541252000004,-1.75445655
BD10,53.83306103511236,-1.7249983258426969
BD11,53.75256098360656,-1.6744080983606557
BD12,53.745662118226605,-1.7626435008210182
BD13,53.78704040231092,-1.8614658056722688
BD14,53.78216486666667,-1.8187191708333332
BD15,53.810113736961455,-1.8384543537414966
BD16,53.84840699157642,-1.83305861732852
BD17,53.847588430399995,-1.7682577616
BD18,53.83052563129252,-1.776918006802721
BD19,53.72735933238231,-1.714109370898716
BD2,53.815201884773664,-1.7339819698216736
BD20,53.898445167516385,-1.9501200764748725
BD21,53.86418149317943,-1.9076136946484785
BD22,53.84562736082474,-1.95536147891284
BD23,53.99291274530271,-2.0564583020180933
BD24,54.0798920119403,-2.2841719791044777
BD3,53.79848200171821,-1.7266622886597938
BD4,53.77628874661105,-1.7185188248175183
BD5,53.778126311111116,-1.759171380952381
BD6,53.764511892076506,-1.7860931243169398
BD7,53.78353169329073,-1.7857620958466454
BD8,53.801694742038215,-1.7840623742038217
BD9,53.812969849442375,-1.7926311133828996
BD97,53.8266825,-1.79672425
BD98,53.816805,-1.765326
BD99,53.794756166666666,-1.7663605
BH1,50.72489417656501,-1.860173515248796
BH10,50.75954656725146,-1.8928996881091618
BH11,50.76242759881423,-1.9201459367588933
BH12,50.7373755576159,-1.9275756410596026
BH13,50.708880236486486,-1.9204667162162163
BH14,50.72145658250825,-1.94467399339934
BH15,50.72241017890995,-1.985518077014218
BH16,50.74042647677261,-2.047336772616137
BH17,50.74691167123288,-1.9803670273972602
BH18,50.75958035117057,-1.9985956755852843
BH19,50.61155216064982,-1.9709487346570396
BH2,50.721058545126354,-1.8841048447653428
BH20,50.687161215277776,-2.149030525
BH21,50.81241277603812,-1.9746296446562286
BH22,50.805135539548026,-1.8885208912429379
BH23,50.74754293538268,-1.75424362923463
BH24,50.84311983886839,-1.7885807318573186
BH25,50.75280687935324,-1.658004853233831
BH3,50.73654272307692,-1.883337053846154
BH31,50.876416408026756,-1.8730468762541805
BH4,50.72127837394958,-1.8996706932773109
BH5,50.725298068,-1.83227394
BH6,50.72765097148289,-1.8019743231939163
BH7,50.73643193197279,-1.8262760136054423
BH8,50.74208343010753,-1.8518315821812594
BH9,50.74965804783258,-1.8727267369207772
BL0,53.648573645907476,-2.316880996441281
BL1,53.59050643592493,-2.444857873994638
BL11,53.57232754166666,-2.425451041666667
BL2,53.588474947916666,-2.3951123125
BL3,53.56462947460087,-2.4323054702467344
BL4,53.54626119143876,-2.4015724661117717
BL5,53.54817804755043,-2.515526910662824
BL6,53.591761118577075,-2.540812561264822
BL7,53.63170464243615,-2.4223340884086446
BL78,53.56324942857143,-2.410599142857143
BL8,53.604908139352304,-2.3277216035328756
BL9,53.59206242424243,-2.287075496969697
BN1,50.84251637837838,-0.13942089943431804
BN10,50.7960620858209,0.0015633264925373133
BN11,50.81356821791321,-0.3771192807017544
BN12,50.813949413994166,-0.4294188702623907
BN13,50.83280328311688,-0.4117207311688312
BN14,50.83417519009371,-0.3817879317269076
BN15,50.83041668775791,-0.3254669752407153
BN16,50.815012537924154,-0.49524085928143713
BN17,50.81501841424802,-0.5400458232189974
BN18,50.8462141956912,-0.5891406894075404
BN2,50.82526128704857,-0.10112476712328766
BN20,50.774809698347106,0.2519395385674931
BN21,50.77279120685959,0.2764410235798499
BN22,50.78987146060606,0.28352592606060606
BN23,50.7976522110626,0.3125837234352256
BN24,50.816635576502726,0.3256279945355191
BN25,50.776537514639635,0.10853836711711712
BN26,50.82119108571428,0.22307277523809524
BN27,50.871977433876815,0.26347035326086954
BN3,50.8352376,-0.177676075
BN41,50.84114916129032,-0.21715407196029776
BN42,50.837585812785385,-0.23478321917808218
BN43,50.83606821252372,-0.266804339658444
BN44,50.891022369811324,-0.32250522264150944
BN45,50.896659619047625,-0.1904708333333333
BN5,50.92724685135135,-0.26886189189189186
BN50,50.82632981609195,-0.14079997701149427
BN51,50.804821545454544,-0.058667090909090905
BN52,50.834404181818186,-0.16804306060606058
BN6,50.93126347768595,-0.15547063966942148
BN7,50.877528077230366,-0.0012068695073235685
BN8,50.91682732163743,0.052652985380116965
BN88,50.827483625,-0.14005725
BN9,50.795623774580335,0.04984094724220623
BN91,,
BN95,50.823154,-0.330024
BN99,50.82338553436807,-0.34672698226164084
BR1,51.412016539556966,0.02089236075949367
BR2,51.38729406461233,0.02236609741550696
BR3,51.404572071118814,-0.030231585429314835
BR4,51.3749744075067,-0.008332235924932976
BR5,51.39170275295381,0.10334908163265306
BR6,51.365212863517066,0.09126403674540683
BR7,51.41493834623656,0.06491424301075269
BR8,51.398601139917695,0.1743902633744856
BS1,51.4532703979975,-2.5937738635794747
BS10,51.50715338390501,-2.6109237242744063
BS11,51.49746647923875,-2.674713446366782
BS13,51.41204334844559,-2.6116323562176165
BS14,51.41296816874136,-2.5634859363762104
BS15,51.459638634879724,-2.5068708917525773
BS16,51.510646724424866,-2.5095812207537933
BS2,51.45992471993912,-2.5819323333333335
BS20,51.48064086011561,-2.753673187283237
BS21,51.43506935908441,-2.8496356251788266
BS22,51.36106826955603,-2.92934327167019
BS23,51.34309228446602,-2.971976427184466
BS24,51.330834681481484,-2.928234180740741
BS25,51.32006745551601,-2.8202778398576513
BS26,51.27886225333333,-2.856908968888889
BS27,51.2726954916388,-2.772786939799331
BS28,51.22604219306931,-2.8150254009900992
BS29,51.332435151999995,-2.8783042959999996
BS3,51.43864610961737,-2.6032834415718717
BS30,51.44472434130146,-2.4713274395750333
BS31,51.408777773255814,-2.492348425872093
BS32,51.54450971261683,-2.5574449345794394
BS34,51.52330159080718,-2.5662016356502244
BS35,51.59751753227932,-2.5487094044795784
BS36,51.52566206138614,-2.486385015841584
BS37,51.54158712788461,-2.4148597307692308
BS39,51.3282216910828,-2.533496378980892
BS4,51.43534393357598,-2.563835111919927
BS40,51.34644728194445,-2.6916156166666667
BS41,51.42203868205129,-2.6534712871794874
BS48,51.42503024015748,-2.747900398950131
BS49,51.383058200581395,-2.812274433139535
BS5,51.46205552748091,-2.551770963358779
BS6,51.470767635324016,-2.600411246505718
BS7,51.486954274584924,-2.581303974457216
BS8,51.457548027577936,-2.6222374712230216
BS9,51.48728509019166,-2.6267847959413753
BS98,51.459749,-2.588964
BS99,51.4448931978022,-2.595858945054945
BT1,58.1345949026764,-5.466894508515815
BT10,54.55946414903846,-5.985404418269231
BT11,54.57626077155173,-5.998135153017242
BT12,54.592925905213264,-5.958418840442338
BT13,54.605873840142095,-5.959552477797513
BT14,54.6214189480315,-5.962643566929134
BT15,54.62344213843648,-5.9320088697068405
BT16,54.59057313930349,-5.797441935323382
BT17,54.55351760493827,-6.020104544973545
BT18,54.64128925647668,-5.82200675388601
BT19,54.65131005371428,-5.667277358857143
BT2,54.59382896460177,-5.930564318584071
BT20,54.65855126300149,-5.665550343239227
BT21,54.6404542090164,-5.547003651639344
BT22,54.502011024179616,-5.51461970984456
BT23,54.56436137612146,-5.715553750172533
BT24,54.41706740674603,-5.87188448015873
BT25,54.39595155022831,-6.113386853881279
BT26,54.454523444029846,-6.064439929104477
BT27,54.50907420137693,-6.024002225473322
BT28,54.52278422482893,-6.086803348973607
BT29,54.621006736,-6.1970168506666665
BT3,54.61695929213483,-5.903780370786517
BT30,54.33506308892922,-5.7023376424682395
BT31,54.276614256849314,-5.968378352739726
BT32,54.33545243076924,-6.24571522937063
BT33,54.22330304487179,-5.891318134615385
BT34,54.1528729339498,-6.176299398282695
BT35,54.161974527199995,-6.4418962456
BT36,54.67668024784689,-5.956247313875598
BT37,54.6774837697479,-5.907991808403361
BT38,54.728699138344226,-5.801503549019608
BT39,54.74547635860979,-6.0178563238546605
BT4,54.602603904836194,-5.869796012480499
BT40,54.84573457142857,-5.823679811813187
BT41,54.73209479582146,-6.256294360873694
BT42,54.85484205995204,-6.2756492877697845
BT43,54.89251592307692,-6.264996870629371
BT44,54.97199784992785,-6.288116083694083
BT45,54.76014519230769,-6.639099963510848
BT46,54.86524563091483,-6.663535028391167
BT47,54.974110788796374,-7.213115655563967
BT48,55.010461331075355,-7.327526812023709
BT49,55.04709596098562,-6.951658597535935
BT5,54.58914686935867,-5.871227581947743
BT51,55.06031340909092,-6.6829746019656024
BT52,55.13452216239316,-6.655203002136752
BT53,55.085577569920844,-6.475356498680738
BT54,55.20500501107011,-6.256224081180812
BT55,55.17919958064516,-6.710436190322581
BT56,55.19764828571429,-6.650356831932774
BT57,55.203495905555556,-6.517737294444444
BT6,54.57999420178571,-5.897906182142857
BT60,54.29288829424084,-6.648834736125655
BT61,54.36857021518987,-6.622980727848101
BT62,54.41202462402089,-6.4662790652741515
BT63,54.40799090532544,-6.390883848126233
BT64,54.44910152941177,-6.390200576470589
BT65,54.44483669444445,-6.365646287037037
BT66,54.45488772093024,-6.332833099483204
BT67,54.486883160320644,-6.26680601002004
BT68,54.3650723,-6.84840788
BT69,54.419987879120875,-6.950851175824176
BT7,54.58195945501285,-5.92456905655527
BT70,54.51390776388889,-6.886635552469135
BT71,54.51280362770971,-6.704323523091423
BT74,54.34508476892431,-7.664863195219123
BT75,54.373605375,-7.316939683823529
BT76,54.419781533333335,-7.191981173333334
BT77,54.42735686538462,-7.1188959615384615
BT78,54.57058719482759,-7.37581754137931
BT79,54.62313006337272,-7.2004147013963475
BT8,54.54009953375197,-5.905920290423862
BT80,54.64634398206278,-6.745452572496264
BT81,54.69587335472973,-7.611348986486487
BT82,54.82640005734266,-7.43059530909091
BT9,54.572045571672355,-5.950052435153584
BT92,54.224465997679815,-7.467806068058778
BT93,54.46811997159763,-7.826229849704141
BT94,54.375983425389755,-7.533861883073496
CA1,54.88578477466863,-2.912037032400589
CA10,54.61315105202312,-2.6591320317919074
CA11,54.66460644293478,-2.7841572780797104
CA12,54.60253267735043,-3.134664386752137
CA13,54.659907331168824,-3.3680034577922076
CA14,54.63456184343822,-3.537961213353799
CA15,54.71209337391304,-3.4809752382608696
CA16,54.57412179850746,-2.4841979888059704
CA17,54.47971861572052,-2.3509326637554584
CA18,54.3543144,-3.39121188
CA19,54.38661479411764,-3.3846210588235297
CA2,54.88380430712788,-2.9513489832285114
CA20,54.41049810714286,-3.4619289948979595
CA21,54.445425108108104,-3.5163778378378376
CA22,54.48052300373134,-3.53304123880597
CA23,54.515220356164384,-3.492953410958904
CA24,54.515443947368425,-3.543560789473684
CA25,54.523136898678416,-3.5192157621145377
CA26,54.5443732631579,-3.483181587719298
CA27,54.491017199999995,-3.593481181818182
CA28,54.54344965308255,-3.5786483646812957
CA3,54.909721057090245,-2.9403221565377535
CA4,54.847875052521005,-2.8317052899159667
CA5,54.85559675071633,-3.0201507621776504
CA6,54.993200978389,-2.8951642691552064
CA7,54.807499008183306,-3.2389996317512275
CA8,54.93916834035657,-2.686777761750405
CA9,54.80088173595505,-2.4132833258426967
CA95,54.644667,-3.56645
CB1,52.19517999056604,0.1415365360205832
CB10,52.0289049380531,0.26250726371681415
CB11,51.998889761194036,0.21175709328358208
CB2,52.18534333955858,0.12301591341256367
CB21,52.12670132801822,0.2832844145785877
CB22,52.128749830795265,0.13534442639593908
CB23,52.21550514793577,-0.033237926605504585
CB24,52.27896481412639,0.0804488389095415
CB25,52.26132872921615,0.2534338313539192
CB3,52.21300953061225,0.09811485969387755
CB4,52.223066548494984,0.1297680066889632
CB5,52.212577077205886,0.1557980257352941
CB6,52.40504652280312,0.2226556129032258
CB7,52.36035809387755,0.32636990476190475
CB8,52.230327272554604,0.4282034273504274
CB9,52.08351440389295,0.4396590693430657
CF10,51.47476008163265,-3.173223711145997
CF11,51.472569629124,-3.1923924277588167
CF14,51.52003041541241,-3.2039119265502713
CF15,51.53311115625,-3.271651166015625
CF23,51.51445149509269,-3.155164823336968
CF24,51.48807672528517,-3.161943769011407
CF3,51.520536964091406,-3.111347154515778
CF30,51.51963010000001,-3.1195667
CF31,51.50892770111449,-3.57867847922999
CF32,51.55979618147685,-3.584490406758448
CF33,51.52563657281553,-3.6940033689320386
CF34,51.610438212048194,-3.651979780722892
CF35,51.52256939049587,-3.525916811983471
CF36,51.48506050593824,-3.6993859833729217
CF37,51.60324486839145,-3.334282760404949
CF38,51.56054487305122,-3.3328324053452114
CF39,51.59952948731884,-3.425779992753623
CF40,51.62036931236898,-3.451662429769392
CF41,51.647370036290326,-3.4820101895161293
CF42,51.667383368932036,-3.523925446601942
CF43,51.65761312109375,-3.45048354296875
CF44,51.71823707220574,-3.458659174085064
CF45,51.669569981693364,-3.3622233432494277
CF46,51.664721701149425,-3.3005934195402302
CF47,51.751588873015876,-3.3750303507936503
CF48,51.74159127236315,-3.3715889599465956
CF5,51.48319046212648,-3.2452349256428072
CF61,51.40839457709251,-3.481240550660793
CF62,51.4040164789823,-3.3116393019911503
CF63,51.41206273402062,-3.257457698969072
CF64,51.43289425782093,-3.19216534412082
CF71,51.460856756183745,-3.459206176678445
CF72,51.52984593823529,-3.4033288897058824
CF81,51.702153790155435,-3.2448161269430056
CF82,51.651052716566866,-3.2379906526946107
CF83,51.5868645986733,-3.2187756998341626
CF91,51.465553799999995,-3.1940130666666664
CF95,51.48119499999999,-3.171039
CF99,51.464505,-3.16135
CH1,53.20254386504217,-2.9097130862230554
CH2,53.21803033059789,-2.868922735052755
CH25,53.397001631578945,-3.0118163157894737
CH26,53.365704,-3.0659049999999994
CH27,53.419513421052635,-3.036050263157895
CH28,53.40056766666667,-3.111931666666667
CH29,53.39016957142857,-3.179418904761905
CH3,53.164653503161695,-2.8195769909665764
CH30,53.378948,-3.098424
CH31,53.32969876923077,-3.0988311538461537
CH32,53.361965000000005,-2.9976246875
CH33,53.290561124999996,-3.062638375
CH34,53.27875953125,-2.904784625
CH4,53.16543996276013,-2.947622496166484
CH41,53.39431928409091,-3.032892755050505
CH42,53.373813372262774,-3.0225153547445256
CH43,53.38435871550802,-3.059643589304813
CH44,53.41529952522639,-3.037036249676585
CH45,53.42896526490067,-3.0516795894039737
CH46,53.404110281618884,-3.110853271500843
CH47,53.39647738483965,-3.1691993994169096
CH48,53.370122667330676,-3.1692733645418323
CH49,53.38104776820208,-3.1038662793462106
CH5,53.20423076997366,-3.0417021852502195
CH6,53.24927593497758,-3.144357775784753
CH60,53.326482402173916,-3.0960639391304348
CH61,53.349127882775115,-3.1019820215311005
CH62,53.33412062469438,-2.9815536295843517
CH63,53.344299794403895,-3.012536890510949
CH64,53.288266024922116,-3.0475489003115266
CH65,53.27737954700854,-2.9020103833943836
CH66,53.27753429847716,-2.93705607106599
CH7,53.16994570843829,-3.1320799804785895
CH70,53.19274309302325,-2.9225547906976743
CH8,53.28293355375552,-3.2462305257731963
CH88,53.194567,-2.874551
CH99,53.1763585,-2.8948703333333334
CM0,51.66180129928315,0.8333260663082437
CM1,51.74725565806452,0.4581308019354839
CM11,51.62336164285715,0.4461154241071429
CM12,51.62832241040463,0.4144572658959537
CM13,51.61506014449213,0.33812930472103003
CM14,51.61863150955414,0.2918614506369427
CM15,51.64446696587031,0.3034681382252559
CM16,51.700224413461534,0.12019756250000001
CM17,51.77341634807693,0.1463617980769231
CM18,51.75531928538283,0.10603667517401393
CM19,51.75940648101266,0.07110422531645569
CM2,51.72083748170731,0.4865788833841463
CM20,51.77551717214398,0.10260738654147104
CM21,51.81249516300941,0.1450580501567398
CM22,51.86673337873135,0.22746356529850748
CM23,51.872290531332744,0.1581633283318623
CM24,51.89941036531365,0.20337183025830258
CM3,51.721543636994944,0.5843796035353536
CM4,51.67521548741419,0.3898938100686499
CM5,51.72182600222717,0.24822664142538975
CM6,51.878344488493724,0.36557768933054396
CM7,51.897120693283576,0.5372151007462687
CM77,51.866127765350875,0.5531141293859649
CM8,51.80609954824561,0.6371345646929825
CM9,51.7401896285998,0.6995640963257199
CM92,51.769356,0.061253
CM98,51.75210105263158,0.5184274736842105
CM99,51.7424944375,0.5005904375
CO1,51.88385630717863,0.8958883071786311
CO10,52.05863852657005,0.721284443236715
CO11,51.94199588224956,1.0765974622144112
CO12,51.931073633070866,1.2524392188976379
CO13,51.83923352293578,1.236349621559633
CO14,51.850253674796754,1.2671432357723578
CO15,51.796372358823525,1.1548597977941175
CO16,51.822137936488176,1.1237033872976339
CO2,51.86954310851063,0.8940381968085106
CO3,51.884636956018525,0.8555628437499999
CO4,51.909252069081724,0.9192800530749788
CO5,51.81539282487047,0.8183131865284974
CO6,51.92535000296443,0.791763530632411
CO7,51.88233361111111,1.0052506582952816
CO8,51.973330975806455,0.7657745
CO9,51.96890236904762,0.6097057748917749
CR0,51.37323728684685,-0.07791657441441441
CR2,51.34796583450351,-0.08208277632898696
CR3,51.28834743540051,-0.08258786821705426
CR4,51.40442090989011,-0.15917843186813188
CR5,51.310992599144086,-0.14137153495007132
CR6,51.30917112598425,-0.0529366377952756
CR7,51.39913226960785,-0.10679926307189543
CR8,51.33192854875,-0.1142401675
CR9,51.3738024057971,-0.09857605797101449
CR90,51.378068155172414,-0.11327246551724138
CT1,51.27756522736842,1.0858623589473684
CT10,51.363150466847095,1.4291377239512855
CT11,51.33602396531792,1.4133117988439305
CT12,51.34327326486486,1.3681069423423424
CT13,51.2661453626943,1.326692360103627
CT14,51.21670276797945,1.3852869203767122
CT15,51.17232515166666,1.28190449
CT16,51.14270841284404,1.299033597859327
CT17,51.12911569345794,1.2938675962616821
CT18,51.11567561503417,1.1493179886104783
CT19,51.08909171606864,1.1678335382215288
CT2,51.293941728476824,1.0805307841059604
CT20,51.079818723763566,1.1623942569360675
CT21,51.07234755454546,1.075502790909091
CT3,51.276610766752576,1.2105222048969073
CT4,51.22352971623297,1.0649094572490707
CT5,51.35334904923077,1.0350098646153847
CT50,51.079533454545455,1.143560090909091
CT6,51.36421516409267,1.1294820135135135
CT7,51.37013860194174,1.295909359223301
CT8,51.379898579439256,1.3366200794392524
CT9,51.38290339460371,1.3892078389544686
CV1,52.40940734078947,-1.50654085
CV10,52.526083057281554,-1.5025427320388351
CV11,52.52016084623656,-1.4526424978494623
CV12,52.478946958461535,-1.472586523076923
CV13,52.61720555922865,-1.412587741046832
CV2,52.42455463915858,-1.4634575194174757
CV21,52.376937793522266,-1.2505593663967611
CV22,52.35866873866348,-1.2778497136038187
CV23,52.36795070126874,-1.2793978719723185
CV3,52.39107202652911,-1.4780560132645542
CV31,52.27776234605911,-1.5244145899014778
CV32,52.29812721041215,-1.5313073882863342
CV33,52.251819741433025,-1.4891843146417445
CV34,52.281052781999996,-1.577249098
CV35,52.22176049948612,-1.5932038489208633
CV36,52.05938788674698,-1.6223003445783133
CV37,52.18168220580808,-1.7160055707070705
CV4,52.39715872023809,-1.572003063988095
CV47,52.2343347984375,-1.3858486546875
CV5,52.412698182735426,-1.5558592612107625
CV6,52.434321851342496,-1.507321939751146
CV7,52.44715478306878,-1.5677875436507935
CV8,52.35192184871795,-1.5420556564102563
CV9,52.58647240875912,-1.5618680437956203
CW1,53.10369738561525,-2.4358162868284228
CW10,53.18861063111111,-2.443327722222222
CW11,53.14330298060606,-2.3677176569696967
CW12,53.166328260576925,-2.214144501923077
CW2,53.07947086776062,-2.44651016988417
CW3,52.99785058840579,-2.4078048405797103
CW4,53.208731710144924,-2.3559660608695654
CW5,53.06206595591183,-2.522413866733467
CW6,53.16230011711711,-2.6670044540540543
CW7,53.18999382946636,-2.5289872772621806
CW8,53.25316436609558,-2.565058395852119
CW9,53.25842279336493,-2.501756004739337
CW98,53.088658499999994,-2.431145
DA1,51.448075309335444,0.20949919224683544
DA10,51.44113197014926,0.30290873507462684
DA11,51.434569725326995,0.35065364328180737
DA12,51.42781528340081,0.3871323299595142
DA13,51.377948548128344,0.35165569786096257
DA14,51.42492743883495,0.11189973592233009
DA15,51.441567710578845,0.09802690419161678
DA16,51.46486675795053,0.10619825618374558
DA17,51.48635770845482,0.1489347755102041
DA18,51.494302499999996,0.13659317647058822
DA2,51.432204088408646,0.23321494302554027
DA3,51.384128185915486,0.3083626788732394
DA4,51.38863177777778,0.23236591769547324
DA5,51.44063798405467,0.14564278359908883
DA6,51.45515333070866,0.13908880314960628
DA7,51.46562449339206,0.14605183847283407
DA8,51.47570180461538,0.1757631523076923
DA9,51.448176483180426,0.2784247645259939
DD1,56.46100296499999,-2.976514475
DD10,56.749144374816986,-2.426579237188873
DD11,56.57355835790598,-2.5990330705128204
DD2,56.47037471417261,-3.031901847980998
DD3,56.48323325516622,-2.989966380952381
DD4,56.482163261551875,-2.93550793809939
DD5,56.480057734486266,-2.8579046754832147
DD6,56.436055299435026,-2.9271764971751413
DD7,56.502931284946236,-2.719916430107527
DD8,56.65585099259869,-2.9222386101973683
DD9,56.74806062470863,-2.66831106993007
DE1,52.921970786324785,-1.4772605726495727
DE11,52.7728058631285,-1.556290012104283
DE12,52.72312124424779,-1.5535096619469027
DE13,52.80716481818182,-1.6939570408580185
DE14,52.80453661470216,-1.6437981292775663
DE15,52.797346121442125,-1.6098470740037951
DE21,52.93406793665874,-1.4317409113222486
DE22,52.934122864186044,-1.4998037674418605
DE23,52.90033254520295,-1.498070225092251
DE24,52.88898462711864,-1.4526073881355932
DE3,52.910139072847684,-1.543205183222958
DE4,53.12683196875,-1.565124951171875
DE45,53.21451694585987,-1.6787533407643314
DE5,53.04479203564728,-1.4026972551594747
DE55,53.10272590827191,-1.3729538493038493
